scenario,fitness,collision,execution_time
23_pop_4,204.8723810019648,Ego,19
23_pop_5,101.16808768681447,NPC,17
23_pop_6,206.00366992066034,Ego,15
24_lis_pop_0,71.50085681779004,None,60
24_lis_pop_1,102.4419656259145,NPC,7
24_lis_pop_2,205.05324889921934,Ego,15
24_lis_pop_3,204.72310612161237,NPC,19
25_pop_0,205.52258857330804,Ego,24
25_pop_1,204.065128459671,Ego,28
25_pop_2,105.1851013177705,NPC,20
25_pop_3,102.5006693178906,NPC,21
25_pop_4,204.8901522664272,Ego,15
25_pop_5,205.3195219659241,Ego,15
25_pop_6,204.95392483403091,Ego,15
26_pop_0,210.65903450988176,Ego,23
26_pop_1,102.47077831889074,NPC,23
26_pop_2,101.47914658342093,NPC,5
26_pop_3,108.26950483693832,Ego,31
27_lis_pop_0,107.21820234511809,NPC,24
27_lis_pop_1,204.5543211494499,Ego,15
27_lis_pop_2,204.31573518769576,Ego,24
27_lis_pop_3,101.07649264565951,NPC,23
28_lis_pop_0,102.87314045767606,NPC,5
28_lis_pop_1,102.23844180260096,NPC,17
28_lis_pop_2,102.00141078113477,NPC,5
28_lis_pop_3,101.07647959356683,NPC,4
28_lis_pop_4,203.59966026886264,Ego,16
28_lis_pop_5,106.51259022784771,Ego,6
28_lis_pop_6,101.41721472017157,NPC,4
28_lis_pop_7,101.48166033392856,NPC,4
28_lis_pop_8,204.3768070305255,Ego,14
28_lis_pop_9,206.59662335971055,Ego,47
29_pop_0,101.84738763681824,NPC,22
29_pop_1,203.98394829769762,Ego,24
29_pop_2,102.6015799835325,NPC,21
29_pop_3,102.3047454123329,NPC,21
29_pop_4,103.52262109860972,NPC,7
29_pop_5,204.3135344639842,Ego,15
29_pop_6,204.74561454683354,Ego,15
30_pop_0,102.70461571728389,NPC,24
30_pop_1,205.22612456043908,Ego,15
30_pop_2,205.1753554869761,Ego,19
30_pop_3,204.86344751319567,Ego,20
31_pop_0,113.02881285604849,NPC,36
31_pop_1,207.6861106242634,Ego,14
31_pop_2,209.51074368382265,Ego,15
31_pop_3,101.33822784848542,NPC,7
32_lis_pop_0,206.54335513890334,Ego,8
32_lis_pop_1,203.17033381062998,Ego,21
32_lis_pop_2,101.02719371607401,NPC,5
32_lis_pop_3,201.78390991235563,Ego,19
33_pop_0,101.24181603055415,NPC,6
33_pop_1,101.0279627574727,NPC,6
33_pop_2,101.55937355950594,NPC,6
33_pop_3,100.69789860495399,NPC,7
33_pop_4,102.48947564934099,NPC,36
33_pop_5,103.3646269592187,NPC,8
33_pop_6,205.0913198187179,Ego,15
34_pop_0,102.44242674259051,NPC,6
34_pop_1,105.46408789623628,Ego,18
34_pop_2,107.45886425058252,NPC,30
34_pop_3,102.46528942173019,NPC,34
34_pop_4,64.30263215306113,None,60
34_pop_5,64.92668324456655,None,60
34_pop_6,101.28727694109156,NPC,5
34_pop_7,103.01835996390679,NPC,4
34_pop_8,65.50784656279576,None,60
34_pop_9,105.25570438297629,NPC,24
35_pop_0,201.345807851173,Ego,14
35_pop_1,106.89976960740402,NPC,31
35_pop_2,63.440383811215675,None,60
35_pop_3,74.67422828814307,None,60
36_pop_0,201.3148962110671,Ego,14
36_pop_1,108.16892811629133,NPC,31
36_pop_2,65.16324926184991,None,60
36_pop_3,64.44877531520608,None,60
37_pop_0,201.077127567022,Ego,14
37_pop_1,107.18388460743991,NPC,31
37_pop_2,65.60077694825415,None,60
37_pop_3,64.47447195502193,None,60
38_pop_0,203.19415032829227,Ego,13
38_pop_1,102.59490654871382,NPC,31
38_pop_2,103.42337545836985,NPC,51
38_pop_3,67.92280449459908,None,60
39_lis_pop_0,201.46579387191775,Ego,14
39_lis_pop_1,104.46828048481015,NPC,34
39_lis_pop_2,63.67785750110016,None,60
39_lis_pop_3,103.63092002615166,NPC,5
40_pop_0,201.53878831158295,Ego,13
40_pop_1,203.8437799737937,Ego,26
40_pop_2,200.80543465596713,NPC,53
40_pop_3,70.89116446621671,None,60
40_pop_4,204.55843468888628,Ego,15
40_pop_5,106.01546913119962,Ego,7
40_pop_6,204.78244434269058,Ego,15
41_lis_pop_0,101.76691183954433,NPC,49
41_lis_pop_1,103.53110466658117,NPC,22
41_lis_pop_2,204.67056686113006,Ego,19
41_lis_pop_3,204.81094249543537,Ego,20
42_pop_0,201.8175593603397,Ego,13
42_pop_1,203.65999611862736,Ego,26
42_pop_2,103.01638990591213,NPC,36
42_pop_3,63.760554454732535,None,60
42_pop_4,207.728636350394,Ego,14
42_pop_5,104.9744705010241,Ego,8
42_pop_6,206.96147633974607,Ego,14
43_lis_pop_0,115.60892792273731,NPC,36
43_lis_pop_1,204.72326945041135,Ego,15
43_lis_pop_2,205.51277062358767,Ego,15
43_lis_pop_3,204.6786875696576,Ego,15
44_pop_0,207.76593786215295,NPC,13
44_pop_1,203.88552316366582,Ego,26
44_pop_2,103.25958003103561,NPC,32
44_pop_3,63.97331348846487,None,60
44_pop_4,205.2456679066907,NPC,15
44_pop_5,205.9211097170471,NPC,15
44_pop_6,101.13198806404839,NPC,22
45_lis_pop_0,207.64451354568484,NPC,13
45_lis_pop_1,204.49884934860546,Ego,15
45_lis_pop_2,203.93620114571092,Ego,26
45_lis_pop_3,205.55003052020135,Ego,15
46_pop_0,203.7436009027709,Ego,19
46_pop_1,204.0377932899238,Ego,29
46_pop_2,103.20266955475256,NPC,32
46_pop_3,63.73189802123656,None,60
46_pop_4,205.8262968229413,Ego,15
46_pop_5,106.74185594193838,NPC,25
46_pop_6,101.33221082900467,NPC,23
47_pop_0,102.26696031608938,NPC,5
47_pop_1,101.99418452626806,NPC,25
47_pop_2,202.0327238685179,Ego,16
47_pop_3,204.39980370690992,Ego,29
47_pop_4,204.01007400625434,Ego,14
47_pop_5,101.82962078110782,NPC,6
47_pop_6,102.0188258706242,NPC,6
47_pop_7,101.43361585762767,NPC,5
47_pop_8,200.72520879239016,NPC,41
47_pop_9,103.18306962651614,NPC,16
48_pop_0,201.65890497832123,NPC,31
48_pop_1,206.08777901767755,Ego,15
48_pop_2,100.95714528290884,NPC,7
48_pop_3,203.27855381873758,Ego,16
49_pop_0,100.85874962598665,NPC,32
49_pop_1,203.44517559874208,Ego,14
49_pop_2,101.13589629918202,NPC,7
49_pop_3,206.2057124497578,Ego,15
