scenario,fitness,collision,execution_time
18_pop_0,203.63864185296484,Ego,14
18_pop_1,205.35923774696948,Ego,14
18_pop_2,108.43198787149154,NPC,24
18_pop_3,66.39925753633446,None,60
19_pop_0,101.51302231555604,NPC,18
19_pop_1,102.97147158283087,NPC,32
19_pop_2,59.82079975310485,None,60
19_pop_3,63.664998814960406,None,60
19_pop_4,64.33171999240491,None,60
19_pop_5,105.01223484896771,NPC,5
19_pop_6,106.34280652723287,NPC,20
19_pop_7,72.69150254319158,None,60
19_pop_8,73.34292090533444,None,60
19_pop_9,104.72457853755252,NPC,5
20_pop_0,67.75290995210686,None,60
20_pop_1,104.50982864348936,NPC,5
20_pop_2,106.24478313855978,NPC,20
20_pop_3,106.4596873372778,NPC,5
21_pop_0,67.09755144986148,None,60
21_pop_1,106.00230821032126,NPC,5
21_pop_2,105.13571183820565,NPC,20
21_pop_3,103.65067753890037,NPC,5
22_pop_0,107.51953281785187,NPC,38
22_pop_1,106.52576994132393,NPC,5
22_pop_2,106.7114249281045,NPC,20
22_pop_3,105.82839658019576,NPC,5
23_lis_pop_0,66.61751576620969,None,60
23_lis_pop_1,106.77629214019397,NPC,20
23_lis_pop_2,106.82632006990194,NPC,20
23_lis_pop_3,105.20817476176637,NPC,20
24_lis_pop_0,103.63177080211581,NPC,33
24_lis_pop_1,68.18961397859879,None,60
24_lis_pop_2,203.68482464651402,Ego,14
24_lis_pop_3,102.53777205036381,NPC,6
24_lis_pop_4,108.86351059119399,Ego,6
24_lis_pop_5,70.6410233697394,None,60
24_lis_pop_6,66.44111012754837,None,60
24_lis_pop_7,69.95858356940452,None,60
24_lis_pop_8,105.80520158009435,NPC,20
24_lis_pop_9,104.79874778691844,NPC,5
25_pop_0,66.85478112006474,None,60
25_pop_1,105.99175485038666,NPC,20
25_pop_2,105.7948535205686,NPC,20
25_pop_3,107.06431099379346,NPC,20
26_pop_0,107.61442810074908,NPC,29
26_pop_1,105.48778346664312,NPC,20
26_pop_2,104.99659629234856,NPC,20
26_pop_3,106.87922421607595,NPC,20
27_pop_0,66.62713648678404,None,60
27_pop_1,203.64390100288327,Ego,25
27_pop_2,203.61466331313153,Ego,13
27_pop_3,107.0276643727075,NPC,20
28_pop_0,108.54471279620181,NPC,39
28_pop_1,105.13893072342084,NPC,20
28_pop_2,203.67318897843754,Ego,13
28_pop_3,107.18186634237577,NPC,20
29_pop_0,66.23189675511033,None,60
29_pop_1,107.07502318113791,NPC,20
29_pop_2,203.67338678244386,Ego,13
29_pop_3,106.13054534973708,NPC,20
30_pop_0,67.36236262232038,None,60
30_pop_1,107.1847692664199,NPC,20
30_pop_2,203.7810664304913,Ego,14
30_pop_3,106.47636779320648,NPC,20
31_lis_pop_0,103.50432088168762,NPC,30
31_lis_pop_1,107.19072798833733,NPC,20
31_lis_pop_2,203.56511213020292,Ego,14
31_lis_pop_3,105.784868098679,NPC,20
32_pop_0,67.30604376363416,None,60
32_pop_1,203.40807703060355,Ego,14
32_pop_2,203.62004883768955,Ego,14
32_pop_3,203.70688709908453,Ego,14
33_pop_0,67.58090206738808,None,60
33_pop_1,203.7929855086754,Ego,14
33_pop_2,203.72552882689234,Ego,14
33_pop_3,203.82927586324544,Ego,14
34_lis_pop_0,67.47545334209427,None,60
34_lis_pop_1,203.76973286179395,Ego,13
34_lis_pop_2,203.503759876328,Ego,13
34_lis_pop_3,203.73448513930725,Ego,13
35_pop_0,66.25658343863276,None,60
35_pop_1,203.69073620316433,Ego,13
35_pop_2,203.8510016931496,Ego,14
35_pop_3,203.6251191739695,Ego,14
36_lis_pop_0,210.9691072023818,Ego,28
36_lis_pop_1,203.7966866345055,Ego,14
36_lis_pop_2,203.77714928496312,Ego,14
36_lis_pop_3,203.81064090165503,Ego,14
37_pop_0,201.63367091026964,Ego,42
37_pop_1,203.7596869168353,Ego,14
37_pop_2,203.59658567181395,Ego,14
37_pop_3,203.55068778430422,Ego,14
38_pop_0,203.75792792412594,Ego,14
38_pop_1,205.39790910370084,Ego,14
38_pop_2,104.32935995034839,NPC,5
38_pop_3,66.03815255493018,None,60
38_pop_4,209.64176281101473,Ego,14
38_pop_5,203.73743985347102,Ego,14
38_pop_6,64.66785407078649,None,60
38_pop_7,67.28904168589169,None,60
38_pop_8,64.11289802272279,None,60
38_pop_9,63.56914111855057,None,60
39_pop_0,211.78701372729427,Ego,14
39_pop_1,204.7693372651902,Ego,14
39_pop_2,207.0598312697709,Ego,14
39_pop_3,205.73548468138418,Ego,14
40_pop_0,210.64398627817107,Ego,14
40_pop_1,206.74899999582925,Ego,14
40_pop_2,205.3194880987652,Ego,14
40_pop_3,205.60826490446988,Ego,14
41_pop_0,213.32990801658195,Ego,14
41_pop_1,105.49217474705375,Ego,6
41_pop_2,205.2780381516249,Ego,14
41_pop_3,206.6081264653237,Ego,14
42_lis_pop_0,211.72739770095836,Ego,14
42_lis_pop_1,205.81376241146043,Ego,14
42_lis_pop_2,206.42275380802818,Ego,14
42_lis_pop_3,205.40631952426682,Ego,14
43_pop_0,211.48219095566128,Ego,14
43_pop_1,205.4061446117679,Ego,14
43_pop_2,205.7906266793833,Ego,14
43_pop_3,205.95990838774316,Ego,14
44_pop_0,210.49468226529015,Ego,14
44_pop_1,205.11865614968252,Ego,14
44_pop_2,205.62329989966565,Ego,14
44_pop_3,205.24297350313896,Ego,14
45_pop_0,65.09986520404856,None,60
45_pop_1,60.473931158423795,None,60
45_pop_2,205.61264082169473,Ego,14
45_pop_3,106.8397046058027,NPC,5
45_pop_4,65.18863941436909,None,60
45_pop_5,61.62458128978855,None,60
45_pop_6,105.57299742860842,NPC,5
45_pop_7,106.57838233456455,NPC,5
45_pop_8,107.48969924041744,Ego,6
45_pop_9,69.5422236084907,None,60
46_pop_0,205.4586556098534,Ego,14
46_pop_1,108.03368437864403,NPC,6
46_pop_2,205.8745225528109,Ego,14
46_pop_3,102.52496266844065,NPC,6
47_pop_0,205.5389356042907,Ego,14
47_pop_1,107.88681536994245,Ego,6
47_pop_2,205.22162782423902,Ego,14
47_pop_3,209.1803521765308,Ego,6
48_lis_pop_0,108.51970458855754,Ego,6
48_lis_pop_1,205.11733450326614,Ego,14
48_lis_pop_2,108.35552607491586,Ego,6
48_lis_pop_3,205.35583202814982,Ego,14
49_pop_0,205.00395436808526,Ego,14
49_pop_1,205.48247309198877,Ego,14
49_pop_2,206.7796692513367,Ego,14
49_pop_3,210.15322699326845,Ego,14
