generation,individual_id,fitness,population_data
17,3,108.65609233818115,"{'npc0': [[20, 4], [38, 5], [25, 3], [88, 6], [9, 1], [6, 6]], 'npc1': [[61, 6], [8, 4], [56, 7], [25, 3], [52, 8], [37, 2]]}"
17,4,64.49965576696452,"{'npc0': [[28, 3], [83, 7], [44, 5], [7, 3], [1, 1], [19, 5]], 'npc1': [[23, 8], [86, 7], [69, 8], [1, 3], [44, 6], [54, 1]]}"
17,5,70.98314136570899,"{'npc0': [[31, 8], [58, 4], [10, 6], [2, 3], [84, 1], [41, 8]], 'npc1': [[81, 5], [22, 4], [73, 8], [82, 4], [71, 3], [39, 2]]}"
17,6,58.93225856069333,"{'npc0': [[77, 4], [33, 7], [6, 7], [0, 2], [34, 3], [73, 7]], 'npc1': [[2, 2], [37, 5], [51, 2], [77, 1], [57, 7], [79, 7]]}"
17,7,102.40340768254607,"{'npc0': [[63, 6], [18, 4], [48, 6], [44, 4], [86, 7], [44, 7]], 'npc1': [[59, 2], [1, 2], [49, 3], [84, 8], [81, 4], [48, 2]]}"
18,0,104.71447379292091,"{'npc0': [[7, 8], [48, 2], [32, 3], [0, 5], [70, 1], [49, 7]], 'npc1': [[65, 2], [87, 8], [17, 7], [80, 4], [38, 5], [37, 2]]}"
18,1,102.680392874074,"{'npc0': [[20, 3], [38, 5], [25, 3], [88, 6], [9, 1], [6, 6]], 'npc1': [[61, 6], [8, 4], [65, 7], [25, 3], [52, 8], [37, 2]]}"
18,2,204.1492484724924,"{'npc0': [[7, 8], [48, 2], [32, 3], [43, 5], [70, 1], [49, 7]], 'npc1': [[65, 2], [87, 7], [17, 7], [88, 6], [38, 5], [37, 2]]}"
18,3,102.5463509104635,"{'npc0': [[20, 4], [38, 5], [25, 3], [80, 4], [9, 2], [6, 6]], 'npc1': [[61, 6], [8, 4], [56, 7], [25, 3], [52, 8], [37, 2]]}"
18,4,64.49965576696452,"{'npc0': [[28, 3], [83, 7], [44, 5], [7, 3], [1, 1], [19, 5]], 'npc1': [[23, 8], [86, 7], [69, 8], [1, 3], [44, 6], [54, 1]]}"
18,5,70.98314136570899,"{'npc0': [[31, 8], [58, 4], [10, 6], [2, 3], [84, 1], [41, 8]], 'npc1': [[81, 5], [22, 4], [73, 8], [82, 4], [71, 3], [39, 2]]}"
18,6,58.93225856069333,"{'npc0': [[77, 4], [33, 7], [6, 7], [0, 2], [34, 3], [73, 7]], 'npc1': [[2, 2], [37, 5], [51, 2], [77, 1], [57, 7], [79, 7]]}"
18,7,102.40340768254607,"{'npc0': [[63, 6], [18, 4], [48, 6], [44, 4], [86, 7], [44, 7]], 'npc1': [[59, 2], [1, 2], [49, 3], [84, 8], [81, 4], [48, 2]]}"
